"curation_id","original_fmt_id","original_fmt_role","curated_fmt_role","curated_fmt_id","curated_fmt_id_source","curated_fmt_role_source"
"HMP_2019_t2d:HMP2_J43816_M_ST_T0_B0_0120_ZYLJ7R7-1014_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43817_M_ST_T0_B0_0120_ZYLJ7R7-4012_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43818_M_ST_T0_B0_0120_ZYLJ7R7-4013_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43819_M_ST_T0_B0_0120_ZYHHR4Z-05_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43820_M_ST_T0_B0_0120_ZYHHR4Z-06_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43821_M_ST_T0_B0_0120_ZX52KVK-04_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43822_M_ST_T0_B0_0120_ZX52KVK-1034_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43823_M_ST_T0_B0_0120_ZX52KVK-1021_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43824_M_ST_T0_B0_0120_ZX52KVK-1022_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43825_M_ST_T0_B0_0120_ZX52KVK-1032_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43826_M_ST_T0_B0_0120_ZX52KVK-1033_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43827_M_ST_T0_B0_0120_ZVBQY1N-01_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43828_M_ST_T0_B0_0120_ZVBQY1N-1014_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43829_M_ST_T0_B0_0120_ZVBQY1N-1015_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43830_M_ST_T0_B0_0120_ZVBQY1N-1021_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43831_M_ST_T0_B0_0120_ZVBQY1N-1022_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43832_M_ST_T0_B0_0120_ZVBQY1N-1023_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43833_M_ST_T0_B0_0120_ZVBQY1N-1024_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43834_M_ST_T0_B0_0120_ZVBQY1N-1025_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43835_M_ST_T0_B0_0120_ZVBQY1N-6011_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43836_M_ST_T0_B0_0120_ZVBQY1N-6012_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43837_M_ST_T0_B0_0120_ZVBQY1N-6013_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43838_M_ST_T0_B0_0120_ZVBQY1N-6014_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43839_M_ST_T0_B0_0120_ZVBQY1N-6015_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43840_M_ST_T0_B0_0120_ZVBQY1N-6016_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43841_M_ST_T0_B0_0120_ZTLUDS8-1014_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43842_M_ST_T0_B0_0120_ZTLUDS8-1015_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43843_M_ST_T0_B0_0120_ZTLUDS8-1013-AL1_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43844_M_ST_T0_B0_0120_ZL9BTWF-1022_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J43845_M_ST_T0_B0_0120_ZL9BTWF-1023-AL2_C93B2ANXX",NA,NA,NA,NA,NA,NA
"HMP_2019_t2d:HMP2_J45659_M_ST_T0_B0_0120_ZMGT937-07_C93B2ANXX",NA,NA,NA,NA,NA,NA
"IaniroG_2022:Sample_S25229_FMT_03_t0","IaniroG_2020_2022_260","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_260","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25247_FMT_07_t0","IaniroG_2020_2022_264","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_264","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25222_FMT_01_t0","IaniroG_2020_2022_267","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_267","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25226_FMT_02_t0","IaniroG_2020_2022_268","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_268","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25241_FMT_05_t0","IaniroG_2020_2022_262","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_262","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25238_FMT_10_t0","IaniroG_2020_2022_266","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_266","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25250_FMT_08_t0","IaniroG_2020_2022_269","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_269","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25223_FMT_01_t7","IaniroG_2020_2022_267","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_267","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25235_FMT_09_t7","IaniroG_2020_2022_261","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_261","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25232_FMT_04_t7","IaniroG_2020_2022_265","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_265","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25239_FMT_10_t7","IaniroG_2020_2022_266","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_266","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25244_FMT_06_t7","IaniroG_2020_2022_263","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_263","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25251_FMT_08_t7","IaniroG_2020_2022_269","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_269","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25230_FMT_03_t15","IaniroG_2020_2022_260","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_260","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25248_FMT_07_t15","IaniroG_2020_2022_264","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_264","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25224_FMT_01_t15","IaniroG_2020_2022_267","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_267","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25236_FMT_09_t15","IaniroG_2020_2022_261","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_261","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25227_FMT_02_t15","IaniroG_2020_2022_268","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_268","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25233_FMT_04_t15","IaniroG_2020_2022_265","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_265","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25242_FMT_05_t15","IaniroG_2020_2022_262","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_262","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25240_FMT_10_t15","IaniroG_2020_2022_266","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_266","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25245_FMT_06_t15","IaniroG_2020_2022_263","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_263","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25252_FMT_08_t15","IaniroG_2020_2022_269","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_269","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25231_FMT_03_t30","IaniroG_2020_2022_260","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_260","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25249_FMT_07_t30","IaniroG_2020_2022_264","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_264","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25225_FMT_01_t30","IaniroG_2020_2022_267","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_267","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25237_FMT_09_t30","IaniroG_2020_2022_261","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_261","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25228_FMT_02_t30","IaniroG_2020_2022_268","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_268","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25234_FMT_04_t30","IaniroG_2020_2022_265","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_265","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25243_FMT_05_t30","IaniroG_2020_2022_262","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_262","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25267_FMT_04_t30","IaniroG_2020_2022_266","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_266","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25246_FMT_06_t30","IaniroG_2020_2022_263","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_263","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25253_FMT_08_t30","IaniroG_2020_2022_269","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_269","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25262_FMT_CC_10",NA,NA,NA,NA,NA,NA
"IaniroG_2022:Sample_S25263_FMT_CC_11",NA,NA,NA,NA,NA,NA
"IaniroG_2022:Sample_S25258_FMT_CC_06",NA,NA,NA,NA,NA,NA
"IaniroG_2022:Sample_S25259_FMT_CC_07",NA,NA,NA,NA,NA,NA
"IaniroG_2022:Sample_S25261_FMT_CC_09",NA,NA,NA,NA,NA,NA
"IaniroG_2022:Sample_S25255_FMT_CC_03",NA,NA,NA,NA,NA,NA
"IaniroG_2022:Sample_S25260_FMT_CC_08",NA,NA,NA,NA,NA,NA
"IaniroG_2022:Sample_S25256_FMT_CC_04",NA,NA,NA,NA,NA,NA
"IaniroG_2022:Sample_S25254_FMT_CC_01",NA,NA,NA,NA,NA,NA
"IaniroG_2022:Sample_S25265_FMT_DD_01","IaniroG_2020_2022_260;IaniroG_2020_2022_261;IaniroG_2020_2022_262;IaniroG_2020_2022_268;IaniroG_2020_2022_276;IaniroG_2020_2022_280","donor","Donor","IaniroG_2020_2022_260;IaniroG_2020_2022_261;IaniroG_2020_2022_262;IaniroG_2020_2022_268;IaniroG_2020_2022_276;IaniroG_2020_2022_280","fmt_id","FMT_role"
"IaniroG_2022:Sample_S25266_FMT_DD_02","IaniroG_2020_2022_263;IaniroG_2020_2022_264;IaniroG_2020_2022_265;IaniroG_2020_2022_266;IaniroG_2020_2022_267;IaniroG_2020_2022_269;IaniroG_2020_2022_271;IaniroG_2020_2022_273;IaniroG_2020_2022_274;IaniroG_2020_2022_275;IaniroG_2020_2022_277;IaniroG_2020_2022_278;IaniroG_2020_2022_279","donor","Donor","IaniroG_2020_2022_263;IaniroG_2020_2022_264;IaniroG_2020_2022_265;IaniroG_2020_2022_266;IaniroG_2020_2022_267;IaniroG_2020_2022_269;IaniroG_2020_2022_271;IaniroG_2020_2022_273;IaniroG_2020_2022_274;IaniroG_2020_2022_275;IaniroG_2020_2022_277;IaniroG_2020_2022_278;IaniroG_2020_2022_279","fmt_id","FMT_role"
"IaniroG_2022:FMT_01_t0","IaniroG_2020_2022_271","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_271","fmt_id","FMT_role"
"IaniroG_2022:FMT_02_t7","IaniroG_2020_2022_271","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_271","fmt_id","FMT_role"
"IaniroG_2022:FMT_03_t15","IaniroG_2020_2022_271","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_271","fmt_id","FMT_role"
"IaniroG_2022:FMT_04_t30","IaniroG_2020_2022_271","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_271","fmt_id","FMT_role"
"IaniroG_2022:FMT_06_t7","IaniroG_2020_2022_272","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_272","fmt_id","FMT_role"
"IaniroG_2022:FMT_07_t15","IaniroG_2020_2022_272","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_272","fmt_id","FMT_role"
"IaniroG_2022:FMT_08_t30","IaniroG_2020_2022_272","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_272","fmt_id","FMT_role"
"IaniroG_2022:FMT_09_t0","IaniroG_2020_2022_274","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_274","fmt_id","FMT_role"
"IaniroG_2022:FMT_10_t7","IaniroG_2020_2022_274","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_274","fmt_id","FMT_role"
"IaniroG_2022:FMT_11_t15","IaniroG_2020_2022_274","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_274","fmt_id","FMT_role"
"IaniroG_2022:FMT_12_t30","IaniroG_2020_2022_274","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_274","fmt_id","FMT_role"
"IaniroG_2022:FMT_13_t0","IaniroG_2020_2022_278","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_278","fmt_id","FMT_role"
"IaniroG_2022:FMT_14_t7","IaniroG_2020_2022_278","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_278","fmt_id","FMT_role"
"IaniroG_2022:FMT_15_t15","IaniroG_2020_2022_278","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_278","fmt_id","FMT_role"
"IaniroG_2022:FMT_16_t30","IaniroG_2020_2022_278","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_278","fmt_id","FMT_role"
"IaniroG_2022:FMT_17_t0","IaniroG_2020_2022_275","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_275","fmt_id","FMT_role"
"IaniroG_2022:FMT_18_t7","IaniroG_2020_2022_275","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_275","fmt_id","FMT_role"
"IaniroG_2022:FMT_19_t15","IaniroG_2020_2022_275","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_275","fmt_id","FMT_role"
"IaniroG_2022:FMT_20_t30","IaniroG_2020_2022_275","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_275","fmt_id","FMT_role"
"IaniroG_2022:FMT_25_t0","IaniroG_2020_2022_279","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_279","fmt_id","FMT_role"
"IaniroG_2022:FMT_26_t7","IaniroG_2020_2022_279","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_279","fmt_id","FMT_role"
"IaniroG_2022:FMT_27_t15","IaniroG_2020_2022_279","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_279","fmt_id","FMT_role"
"IaniroG_2022:FMT_28_t30","IaniroG_2020_2022_279","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_279","fmt_id","FMT_role"
"IaniroG_2022:FMT_29_t0","IaniroG_2020_2022_273","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_273","fmt_id","FMT_role"
"IaniroG_2022:FMT_30_t15","IaniroG_2020_2022_273","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_273","fmt_id","FMT_role"
"IaniroG_2022:FMT_31_t30","IaniroG_2020_2022_273","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_273","fmt_id","FMT_role"
"IaniroG_2022:FMT_32_t90","IaniroG_2020_2022_273","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_273","fmt_id","FMT_role"
"IaniroG_2022:FMT_40_t0","IaniroG_2020_2022_277","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_277","fmt_id","FMT_role"
"IaniroG_2022:FMT_41_t7","IaniroG_2020_2022_277","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_277","fmt_id","FMT_role"
"IaniroG_2022:FMT_42_t30","IaniroG_2020_2022_277","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_277","fmt_id","FMT_role"
"IaniroG_2022:FMT_43_t90","IaniroG_2020_2022_277","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_277","fmt_id","FMT_role"
"IaniroG_2022:FMT_44_t0","IaniroG_2020_2022_270","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_270","fmt_id","FMT_role"
"IaniroG_2022:FMT_45_t7","IaniroG_2020_2022_270","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_270","fmt_id","FMT_role"
"IaniroG_2022:FMT_46_t15","IaniroG_2020_2022_270","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_270","fmt_id","FMT_role"
"IaniroG_2022:FMT_61_t0","IaniroG_2020_2022_276","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_276","fmt_id","FMT_role"
"IaniroG_2022:FMT_62_t15","IaniroG_2020_2022_276","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_276","fmt_id","FMT_role"
"IaniroG_2022:FMT_65_t180","IaniroG_2020_2022_271","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_271","fmt_id","FMT_role"
"IaniroG_2022:FMT_66_t180","IaniroG_2020_2022_272","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_272","fmt_id","FMT_role"
"IaniroG_2022:FMT_67_t90","IaniroG_2020_2022_274","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_274","fmt_id","FMT_role"
"IaniroG_2022:FMT_68_t90","IaniroG_2020_2022_278","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_278","fmt_id","FMT_role"
"IaniroG_2022:FMT_69_t180","IaniroG_2020_2022_273","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_273","fmt_id","FMT_role"
"IaniroG_2022:FMT_70_t180","IaniroG_2020_2022_277","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_277","fmt_id","FMT_role"
"IaniroG_2022:FMT_71_t90","IaniroG_2020_2022_270","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_270","fmt_id","FMT_role"
"IaniroG_2022:FMT_73_t7",NA,"recipient_after","Recipient (after procedure)",NA,NA,"FMT_role"
"IaniroG_2022:FMT_74_t15",NA,"recipient_after","Recipient (after procedure)",NA,NA,"FMT_role"
"IaniroG_2022:FMT_75_t0",NA,"recipient_before","Recipient (before procedure)",NA,NA,"FMT_role"
"IaniroG_2022:FMT_76_t7",NA,"recipient_after","Recipient (after procedure)",NA,NA,"FMT_role"
"IaniroG_2022:FMT_77_t15",NA,"recipient_after","Recipient (after procedure)",NA,NA,"FMT_role"
"IaniroG_2022:FMT_78_t180",NA,"recipient_after","Recipient (after procedure)",NA,NA,"FMT_role"
"IaniroG_2022:FMT_79_t0","IaniroG_2020_2022_280","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_280","fmt_id","FMT_role"
"IaniroG_2022:FMT_80_t15","IaniroG_2020_2022_280","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_280","fmt_id","FMT_role"
"IaniroG_2022:FMT_DD_81","IaniroG_2020_2022_270;IaniroG_2020_2022_272","donor","Donor","IaniroG_2020_2022_270;IaniroG_2020_2022_272","fmt_id","FMT_role"
"IaniroG_2022:S2_FMT_01_t0","IaniroG_2020_2022_286","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_286","fmt_id","FMT_role"
"IaniroG_2022:FMT_DD_19","IaniroG_2020_2022_281;IaniroG_2020_2022_282;IaniroG_2020_2022_286","donor","Donor","IaniroG_2020_2022_281;IaniroG_2020_2022_282;IaniroG_2020_2022_286","fmt_id","FMT_role"
"IaniroG_2022:S2_FMT_02_t7","IaniroG_2020_2022_286","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_286","fmt_id","FMT_role"
"IaniroG_2022:S2_FMT_03_t15","IaniroG_2020_2022_286","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_286","fmt_id","FMT_role"
"IaniroG_2022:S2_FMT_04_t30","IaniroG_2020_2022_286","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_286","fmt_id","FMT_role"
"IaniroG_2022:FMT_05_t90","IaniroG_2020_2022_286","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_286","fmt_id","FMT_role"
"IaniroG_2022:FMT_06_t0","IaniroG_2020_2022_283","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_283","fmt_id","FMT_role"
"IaniroG_2022:FMT_DD_01","IaniroG_2020_2022_283;IaniroG_2020_2022_288","donor","Donor","IaniroG_2020_2022_283;IaniroG_2020_2022_288","fmt_id","FMT_role"
"IaniroG_2022:FMT_07_t7","IaniroG_2020_2022_283","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_283","fmt_id","FMT_role"
"IaniroG_2022:FMT_09_t30","IaniroG_2020_2022_283","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_283","fmt_id","FMT_role"
"IaniroG_2022:FMT_10_t90","IaniroG_2020_2022_283","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_283","fmt_id","FMT_role"
"IaniroG_2022:FMT_11_t0","IaniroG_2020_2022_288","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_288","fmt_id","FMT_role"
"IaniroG_2022:FMT_12_t7","IaniroG_2020_2022_288","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_288","fmt_id","FMT_role"
"IaniroG_2022:FMT_13_t15","IaniroG_2020_2022_288","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_288","fmt_id","FMT_role"
"IaniroG_2022:FMT_14_t30","IaniroG_2020_2022_288","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_288","fmt_id","FMT_role"
"IaniroG_2022:FMT_15_t90","IaniroG_2020_2022_288","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_288","fmt_id","FMT_role"
"IaniroG_2022:FMT_16_t0","IaniroG_2020_2022_282","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_282","fmt_id","FMT_role"
"IaniroG_2022:FMT_17_t7","IaniroG_2020_2022_282","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_282","fmt_id","FMT_role"
"IaniroG_2022:FMT_18_t30","IaniroG_2020_2022_282","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_282","fmt_id","FMT_role"
"IaniroG_2022:FMT_19_t90","IaniroG_2020_2022_282","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_282","fmt_id","FMT_role"
"IaniroG_2022:FMT_20_t0","IaniroG_2020_2022_281","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_281","fmt_id","FMT_role"
"IaniroG_2022:FMT_21_t7","IaniroG_2020_2022_281","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_281","fmt_id","FMT_role"
"IaniroG_2022:FMT_22_t15","IaniroG_2020_2022_281","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_281","fmt_id","FMT_role"
"IaniroG_2022:FMT_23_t30","IaniroG_2020_2022_281","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_281","fmt_id","FMT_role"
"IaniroG_2022:FMT_24_t90","IaniroG_2020_2022_281","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_281","fmt_id","FMT_role"
"IaniroG_2022:S2_FMT_25_t0","IaniroG_2020_2022_287","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_287","fmt_id","FMT_role"
"IaniroG_2022:FMT_DD_02","IaniroG_2020_2022_284;IaniroG_2020_2022_285;IaniroG_2020_2022_287","donor","Donor","IaniroG_2020_2022_284;IaniroG_2020_2022_285;IaniroG_2020_2022_287","fmt_id","FMT_role"
"IaniroG_2022:S2_FMT_26_t7","IaniroG_2020_2022_287","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_287","fmt_id","FMT_role"
"IaniroG_2022:S2_FMT_27_t15","IaniroG_2020_2022_287","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_287","fmt_id","FMT_role"
"IaniroG_2022:S2_FMT_28_t30","IaniroG_2020_2022_287","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_287","fmt_id","FMT_role"
"IaniroG_2022:FMT_29_t90","IaniroG_2020_2022_287","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_287","fmt_id","FMT_role"
"IaniroG_2022:FMT_30_t0","IaniroG_2020_2022_285","recipient-before","Recipient (before procedure)","IaniroG_2020_2022_285","fmt_id","FMT_role"
"IaniroG_2022:FMT_31_t7","IaniroG_2020_2022_285","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_285","fmt_id","FMT_role"
"IaniroG_2022:FMT_32_t15","IaniroG_2020_2022_285","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_285","fmt_id","FMT_role"
"IaniroG_2022:FMT_33_t30","IaniroG_2020_2022_285","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_285","fmt_id","FMT_role"
"IaniroG_2022:FMT_34_t90","IaniroG_2020_2022_285","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_285","fmt_id","FMT_role"
"IaniroG_2022:FMT_35_t0",NA,"recipient_before","Recipient (before procedure)",NA,NA,"FMT_role"
"IaniroG_2022:FMT_36_t7",NA,"recipient_after","Recipient (after procedure)",NA,NA,"FMT_role"
"IaniroG_2022:FMT_37_t15",NA,"recipient_after","Recipient (after procedure)",NA,NA,"FMT_role"
"IaniroG_2022:FMT_38_t30",NA,"recipient_after","Recipient (after procedure)",NA,NA,"FMT_role"
"IaniroG_2022:FMT_39_t90",NA,"recipient_after","Recipient (after procedure)",NA,NA,"FMT_role"
"IaniroG_2022:S2_FMT_40_t0","IaniroG_2020_2022_284","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_284","fmt_id","FMT_role"
"IaniroG_2022:S2_FMT_41_t7","IaniroG_2020_2022_284","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_284","fmt_id","FMT_role"
"IaniroG_2022:FMT_42_t15","IaniroG_2020_2022_284","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_284","fmt_id","FMT_role"
"IaniroG_2022:FMT_43_t30","IaniroG_2020_2022_284","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_284","fmt_id","FMT_role"
"IaniroG_2022:FMT_44_t90","IaniroG_2020_2022_284","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_284","fmt_id","FMT_role"
"IaniroG_2022:R0_230300_t0","IaniroG_2020_2022_289","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_289","fmt_id","FMT_role"
"IaniroG_2022:R0_230300_t7","IaniroG_2020_2022_289","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_289","fmt_id","FMT_role"
"IaniroG_2022:R1_200409_t0","IaniroG_2020_2022_290","recipient_before","Recipient (before procedure)","IaniroG_2020_2022_290","fmt_id","FMT_role"
"IaniroG_2022:R1_200409_t30","IaniroG_2020_2022_290","recipient_after","Recipient (after procedure)","IaniroG_2020_2022_290","fmt_id","FMT_role"
