"curation_id","curated_body_site","curated_body_site_ontology_term_id","curated_body_subsite","curated_body_subsite_ontology_term_id","curated_body_subsite_source"
"GhensiP_2019:SP_283SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_191SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_164SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_403SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_381SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_287SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_305SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_143SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_101SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_503SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_162SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_502SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_264SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_163SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_105SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_184SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_187SPT_T016_R","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_281SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_261SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_323SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_387SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_384SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_186SPI_T016_R","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_288SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_285SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_304SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_124SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_322SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_201SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_385SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_502SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_345SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_143SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_382SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_321SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_287SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_363SPI_T016_R","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_326SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_123SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_383SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_125SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_122SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_325SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_132SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_261SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_385SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_302SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_303SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_224SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_321SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_123SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_401SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_187SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_133SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_387SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_344SPI_T016_R","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_129SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_201SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_221SPT_T016_R","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_343SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_184SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_285SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_324SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_104SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_323SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_262SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_601SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_388SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_302SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_148SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_224SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_382SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_242SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_284SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_386SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_402SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_286SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_401SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_243SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_303SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_132SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_361SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_286SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_230SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_389SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_282SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_129SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_345SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_222SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_262SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_324SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_284SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_144SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_381SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_322SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_343SPT_T016_R","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_602SPI_T016","oral cavity","UBERON:0000167","subgingival dental plaque;implant","UBERON:0016484;NCIT:C41075","body_subsite;dental_sample_type"
"GhensiP_2019:SP_361SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GhensiP_2019:SP_122SPT_T016","oral cavity","UBERON:0000167","subgingival dental plaque;dentition","UBERON:0016484;UBERON:0003672","body_subsite;dental_sample_type"
"GopalakrishnanV_2018:SAMEA104335965","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335964","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335963","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335962","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335961","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335960","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335959","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335958","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335957","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335956","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335955","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335954","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335953","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335952","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335951","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335950","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335949","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335948","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335947","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335946","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335945","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335944","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335943","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335942","feces","UBERON:0001988",NA,NA,NA
"GopalakrishnanV_2018:SAMEA104335941","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_JP","feces","UBERON:0001988","rectum","UBERON:0001052","disease_location"
"GuptaA_2019:GupDM_JG","feces","UBERON:0001988","colon","UBERON:0001155","disease_location"
"GuptaA_2019:GupDM_A4","feces","UBERON:0001988","colon","UBERON:0001155","disease_location"
"GuptaA_2019:GupDM_JM","feces","UBERON:0001988","rectum","UBERON:0001052","disease_location"
"GuptaA_2019:GupDM_A13","feces","UBERON:0001988","rectum","UBERON:0001052","disease_location"
"GuptaA_2019:GupDM_JK","feces","UBERON:0001988","sigmoid colon","UBERON:0001159","disease_location"
"GuptaA_2019:GupDM_JI","feces","UBERON:0001988","colon","UBERON:0001155","disease_location"
"GuptaA_2019:GupDM_A7","feces","UBERON:0001988","sigmoid colon","UBERON:0001159","disease_location"
"GuptaA_2019:GupDM_A2","feces","UBERON:0001988","sigmoid colon","UBERON:0001159","disease_location"
"GuptaA_2019:GupDM_A_11","feces","UBERON:0001988","rectum","UBERON:0001052","disease_location"
"GuptaA_2019:GupDM_JC","feces","UBERON:0001988","colon","UBERON:0001155","disease_location"
"GuptaA_2019:GupDM_JN","feces","UBERON:0001988","rectum","UBERON:0001052","disease_location"
"GuptaA_2019:GupDM_JJ","feces","UBERON:0001988","colon","UBERON:0001155","disease_location"
"GuptaA_2019:GupDM_JO","feces","UBERON:0001988","sigmoid colon","UBERON:0001159","disease_location"
"GuptaA_2019:GupDM_A1","feces","UBERON:0001988","rectum","UBERON:0001052","disease_location"
"GuptaA_2019:GupDM_JE","feces","UBERON:0001988","rectum","UBERON:0001052","disease_location"
"GuptaA_2019:GupDM_A12","feces","UBERON:0001988","rectum","UBERON:0001052","disease_location"
"GuptaA_2019:GupDM_JL","feces","UBERON:0001988","rectum","UBERON:0001052","disease_location"
"GuptaA_2019:GupDM_A14","feces","UBERON:0001988","rectum","UBERON:0001052","disease_location"
"GuptaA_2019:GupDM_A8","feces","UBERON:0001988","colon","UBERON:0001155","disease_location"
"GuptaA_2019:GupDM_A3","feces","UBERON:0001988","colon","UBERON:0001155","disease_location"
"GuptaA_2019:GupDM_A10","feces","UBERON:0001988","colon","UBERON:0001155","disease_location"
"GuptaA_2019:GupDM_A5","feces","UBERON:0001988","rectum","UBERON:0001052","disease_location"
"GuptaA_2019:GupDM_A_15","feces","UBERON:0001988","rectum","UBERON:0001052","disease_location"
"GuptaA_2019:GupDM_JH","feces","UBERON:0001988","sigmoid colon","UBERON:0001159","disease_location"
"GuptaA_2019:GupDM_JD","feces","UBERON:0001988","colon","UBERON:0001155","disease_location"
"GuptaA_2019:GupDM_A9","feces","UBERON:0001988","rectum","UBERON:0001052","disease_location"
"GuptaA_2019:GupDM_A6","feces","UBERON:0001988","sigmoid colon","UBERON:0001159","disease_location"
"GuptaA_2019:GupDM_JB","feces","UBERON:0001988","rectum","UBERON:0001052","disease_location"
"GuptaA_2019:GupDM_JA","feces","UBERON:0001988","rectum","UBERON:0001052","disease_location"
"GuptaA_2019:GupDM_HAK","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HAJ","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HAI","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HAH","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HAG","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HAL","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HAM","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HAN","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HAO","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HAP","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HAR","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HAT","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HDF","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HDB","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HCY","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HCL","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HCU","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HCV","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HCQ","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HCR","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HCS","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HCT","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HCM","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HCN","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HCO","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HCP","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HP","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HS","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HR","feces","UBERON:0001988",NA,NA,NA
"GuptaA_2019:GupDM_HBR","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST006_6_G102964","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST006_7_G102965","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST006_4_G102962","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST006_5_G102963","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST006_2_G102960","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST006_3_G102961","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST006_10_G102994","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST006_1_G102959","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST006_9_G103014","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST027_3_G102945","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST027_4_G102958","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST027_6_G102955","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST027_9_G102947","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST027_11_G102996","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST027_12_G103011","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST027_1_G102984","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST027_2_G102985","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST032_1_G102943","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST032_2_G102946","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST014_3_G102978","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST014_2_G102977","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST014_5_G102980","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST014_4_G102979","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST014_7_G102940","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST014_6_G102951","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST023_2_G102987","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST023_1_G102981","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST023_4_G102937","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST023_3_G102941","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST011_3_G102973","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST011_2_G102972","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST011_1_G102971","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST010_8_G102998","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST010_7_G103003","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST010_6_G103004","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST010_5_G102990","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST010_4_G102956","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST011_5_G102993","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST011_4_G102952","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST023_7_G103015","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST024_1_G102982","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST023_5_G103007","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST023_6_G103009","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST024_4_G102938","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST024_5_G103001","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST024_2_G102953","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST024_3_G102944","feces","UBERON:0001988",NA,NA,NA
"HallAB_2017:SKST024_6_G103012","feces","UBERON:0001988",NA,NA,NA
