"curation_id","original_westernized","curated_westernized","curated_westernized_source"
"HMP_2019_ibdmdb:CSM79HID","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HIF","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HIH","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HIJ","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HIL","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HIN","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOJQ","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOJS","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOJU","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOJW","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOJY","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOK1","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOPG","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOPI","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOPK","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOPM","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOPO","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM67U9V_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM67UAU","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM67UAW","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM67UAY","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM67UB1","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM67UB3","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HIR","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HIT","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HIV","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HIX","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HIZ","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOK3","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOK5","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOK7","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOKB","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOKD","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOPS","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOPU","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOPW","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOQ1","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM67U9X_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM67UB5_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM67UB7_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM67UB9_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM67UB9","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM67UBB","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HJ2_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HJ4_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HJ6_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HJ8_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HJA","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HJC_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOKF","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOKH_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOKJ","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOKL_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOKN","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOKP_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOQX","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOQZ_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOR2","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOR4_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOR8_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM67UCU_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM67UAI_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HHO","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HHM","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HHU","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HN2","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HN6","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOLK","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOLM","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOSV","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOSX","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM67UH7","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HGR_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HGV_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HGX","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HGZ","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HOV","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HOX","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HOZ","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HP2","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HP4","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HP6","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOOH","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOOJ","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOOL","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOON","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOOP","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSMA8M9R","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSMAAEUA","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSMAE44D","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSMAG78W","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSMAHYLR","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HH2_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HH4","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HH8","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HHA","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HPA_TR","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HPA","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HPC","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KONA","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KONK","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOTA","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOTC","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOTK","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HG7_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HHW","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HHW_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HJM","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HJO","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HJQ","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HJS","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HJU","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HQV","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HQX","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HQZ","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HR2","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HR4","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HR6","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOOT","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOOV","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOOX","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOOZ","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOP2","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSMA88CB","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSMA9J65","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSMACTZP","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSMAF72L","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSMAH393","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSMAIG7X","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HKX","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HKZ","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HL4","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HL6","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOKR","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOKT","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOKZ","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOL2","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KORC","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KORK","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KORI","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KORG","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HNE","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HNG_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HNI","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HNK","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HNM","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOLY","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOS7","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOSH","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X1Y5","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HJI_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HNO","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HNU","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HNW","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOMB","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOMH","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOSL","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOSP","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOST","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOSJ","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HNY_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HR8","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HRC","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HRE","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HRG","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOO5","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOO9","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOOD","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOOF","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X1Z4","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X1ZC","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOP6","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOP8","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOPE","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOU7_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOU9","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOUB","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X1ZO","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X1ZQ","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X1ZY","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X22G","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X22I","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X22K","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOQP_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM79HQR_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KORO","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KORM","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KORU","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KORS","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X1XU","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X1Y3","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X21J","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X21L","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X21N","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOTO","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOTQ","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOTS","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOTU","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X1YV","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X21R","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X21T","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X222","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X233","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X235","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X237","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X23B","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOQ5_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOUJ_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOUL","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7KOUN","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X219","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X213","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X215","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X211","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X22S","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X22U","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X23H","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM9X23N","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEDZ_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEE2_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MEE5_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEE6_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5ME9D_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5ME9G_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEBA_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEBE","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5GEXY","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEBG","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MECQ","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEBI","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MECL","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5GEYU_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5GEZ1_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5GEZ3_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEBP_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5ME9H_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5GEYX_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEEJ_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5GEZ4_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5GEZ6_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5GEZA_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEBS","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEBU","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEC3","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEC5","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEDU","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEC9","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM718SY","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5ME9U","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5GEYY_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5GEYW_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEAB_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEA7_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEA9_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEDN","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEDP_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEDK","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEDD","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEDF","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM718UH","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM7F5AK","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM7F5AM","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM7F5CB","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM7F5CD","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM7F5CF","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEB9_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEB7","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MED2","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM718V8","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM718V4","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM718TK","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM718TM","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM718TF","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM718T9","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM718T7","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM7F5C5","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM7F5C7","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM9IEP1","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM7F5AE_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM5MEC7_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:ESM718U9_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5FZBQ_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5FZBR_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5FZBP_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD7W_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD5H_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD5K_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5FZC2_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5FZBZ","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD7J","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD79","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM67VDZ","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM67VE4","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD4U_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD4W_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD4Y","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD53","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD5P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM6XRSG","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM6XRSI","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM67VDP","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM7CYZT","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM7CYZV","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM7CZ14","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD4B_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD4A_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD49_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD48","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD7K","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD7M","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD7O","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD7Q","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD7S","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD7U","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM67VEC","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM67VEE","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM67VEG","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM67VEI","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM67VEK","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM67VEM","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM67VEM_TR","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM7CYX2","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM7CYX4","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM7CYX6","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM7CYX8","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM7CYXA","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM7CYXC","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD7Z_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD4P_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD4O","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD4N","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM6XRSN","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM6XRST","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM67VHQ","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM67VHS","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM67VHW","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM67VI1","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM7CYXQ","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM7CYXS","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD8A_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD57_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD59_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD5B","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD5B_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD5D_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD5D","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD5F_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM6XRSX","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM6XRSX_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM6XRT6_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM6XRSZ_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM6XRT4_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM6XRT2_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM67VFX","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM67VFX_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM67VFZ","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM67VG2_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM67VG6_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM67VG8","no","Yes","non_westernized"
"HMP_2019_ibdmdb:CSM7CZ2F_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM7CZ2H","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM7CZ2J_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM7CZ2L_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD82_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD8P_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD8N_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD8L_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD8B_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM5MD8D_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM6XRT8","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM6XRTA_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM6XRTC_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM6XRTE_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM6XRTG_P","no","Yes","non_westernized"
"HMP_2019_ibdmdb:HSM6XRTG","no","Yes","non_westernized"
