original_value,curated_ontology,curated_ontology_term_id,curated_ontology_term_db
NO,Never Smoker,NCIT:C65108,NCIT
SMOKER,Current Smoker,NCIT:C67147,NCIT
EVER_SMOKER,Smoker,NCIT:C68751,NCIT
SMOKE,Smoker,NCIT:C68751,NCIT
